CWE_ID,Name,Abstraction,Structure,Status,Mapping_Status,Description
317,Cleartext Storage of Sensitive Information in GUI,Variant,Simple,Draft,Allowed,The product stores sensitive information in cleartext within the GUI.
318,Cleartext Storage of Sensitive Information in Executable,Variant,Simple,Draft,Allowed,The product stores sensitive information in cleartext in an executable.
319,Cleartext Transmission of Sensitive Information,Base,Simple,Draft,Allowed,The product transmits sensitive or security-critical data in cleartext in a communication channel that can be sniffed by unauthorized actors.
32,Path Traversal: '...' (Triple Dot),Variant,Simple,Incomplete,Allowed,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '...' (triple dot) sequences that can resolve to a location that is outside of that directory."
321,Use of Hard-coded Cryptographic Key,Variant,Simple,Draft,Allowed,"The product uses a hard-coded, unchangeable cryptographic key."
322,Key Exchange without Entity Authentication,Base,Simple,Draft,Allowed,The product performs a key exchange with an actor without verifying the identity of that actor.
323,"Reusing a Nonce, Key Pair in Encryption",Base,Simple,Incomplete,Allowed,Nonces should be used for the present occasion and only once.
324,Use of a Key Past its Expiration Date,Base,Simple,Draft,Allowed,"The product uses a cryptographic key or password past its expiration date, which diminishes its safety significantly by increasing the timing window for cracking attacks against that key."
325,Missing Cryptographic Step,Base,Simple,Draft,Allowed,"The product does not implement a required step in a cryptographic algorithm, resulting in weaker encryption than advertised by the algorithm."
328,Use of Weak Hash,Base,Simple,Draft,Allowed,"The product uses an algorithm that produces a digest (output value) that does not meet security expectations for a hash function that allows an adversary to reasonably determine the original input (preimage attack), find another input that can produce the same hash (2nd preimage attack), or find multiple inputs that evaluate to the same hash (birthday attack)."
329,Generation of Predictable IV with CBC Mode,Variant,Simple,Draft,Allowed,"The product generates and uses a predictable initialization Vector (IV) with Cipher Block Chaining (CBC) Mode, which causes algorithms to be susceptible to dictionary attacks when they are encrypted under the same key."
33,Path Traversal: '....' (Multiple Dot),Variant,Simple,Incomplete,Allowed,"The product uses external input to construct a pathname that should be within a restricted directory, but it does not properly neutralize '....' (multiple dot) sequences that can resolve to a location that is outside of that directory."
331,Insufficient Entropy,Base,Simple,Draft,Allowed,"The product uses an algorithm or scheme that produces insufficient entropy, leaving patterns or clusters of values that are more likely to occur than others."
332,Insufficient Entropy in PRNG,Variant,Simple,Draft,Allowed,"The lack of entropy available for, or used by, a Pseudo-Random Number Generator (PRNG) can be a stability and security threat."
333,Improper Handling of Insufficient Entropy in TRNG,Variant,Simple,Draft,Allowed,True random number generators (TRNG) generally have a limited source of entropy and therefore can fail or block.
334,Small Space of Random Values,Base,Simple,Draft,Allowed,"The number of possible random values is smaller than needed by the product, making it more susceptible to brute force attacks."
